flight_id,flight_number,origin_airport_code,destination_code,origin_city,destination_city,departure_time,arrival_time,departure_delay,arrival_delay,distance,aircraft_type,passenger_count,ticket_price,fuel_cost,crew_cost,operational_cost,revenue,date,region
111883,UA301,,,New York,Los Angeles,06-11-2023 17:26,06-11-2023 21:03,,,9718,A321,248,400.71,2606.239063,4011.033053,73877.8256,99376.08,06-11-2023,North America
111884,AI102,DEL,DXB,Delhi,Dubai,04-11-2023 22:13,05-11-2023 05:55,0,,3549,A321,158,115.31,5329.927324,4824.376089,12329.10201,18218.98,04-11-2023,Asia
111885,SQ701,SIN,BLR,Singapore,Bangalore,14-05-2023 01:19,14-05-2023 10:35,5,,1700,A321,152,250.68,7201.171437,2747.340541,33695.30392,38103.36,14-05-2023,Asia
111886,AI101,DEL,LHR,Delhi,London,06-11-2023 20:17,06-11-2023 23:55,15,13,4826,A321,150,316.96,7145.512191,3358.017335,40585.65344,47544,06-11-2023,Asia
111887,AI102,DEL,DXB,Delhi,Dubai,26-12-2023 12:30,26-12-2023 22:15,0,27,1164,B737,142,425.56,4243.75686,2850.270269,53012.23353,60429.52,26-12-2023,Asia
111888,AI102,DEL,,Delhi,Dubai,21-01-2023 01:46,21-01-2023 04:07,1,,708,A350,149,535.72,6663.311243,6826.110796,61270.00337,79822.28,21-01-2023,Asia
111889,QF601,SYD,SIN,Sydney,Singapore,28-10-2023 04:30,28-10-2023 05:30,6,14,540,A350,190,673.23,6209.092963,3525.975143,108946.3892,127913.7,28-10-2023,Australia
111890,UA301,JFK,LAX,New York,Los Angeles,02-10-2023 19:43,02-10-2023 22:23,5,15,776,A321,93,348.91,6223.198773,2893.684684,28115.60529,32448.63,02-10-2023,North America
111891,DL401,ATL,ORD,Atlanta,Chicago,29-01-2023 13:24,29-01-2023 16:03,9,22,2226,A350,229,338.91,4225.392159,4479.261077,54082.92638,77610.39,29-01-2023,North America
111892,QF601,SYD,,Sydney,Singapore,21-08-2023 05:59,21-08-2023 08:02,0,,9967,B737,184,245.98,8462.841138,6330.712475,37179.77917,45260.32,21-08-2023,Australia
111893,LH501,FRA,DEL,Frankfurt,Delhi,07-04-2023 17:56,08-04-2023 03:10,0,27,1579,A320,179,519.58,5147.540132,7017.618479,69626.56506,93004.82,07-04-2023,Europe
111894,DL401,ATL,ORD,Atlanta,Chicago,19-06-2023 22:39,20-06-2023 07:05,6,9,3602,B737,124,770.08,8988.833626,2169.056427,65398.42125,95489.92,19-06-2023,North America
111895,AI102,DEL,DXB,Delhi,Dubai,13-02-2023 02:56,13-02-2023 07:56,0,9,2572,B787,125,511.36,3805.657387,6906.010324,42118.24305,63920,13-02-2023,Asia
111896,LH501,FRA,DEL,Frankfurt,Delhi,21-09-2023 11:25,21-09-2023 13:59,0,0,4130,B787,224,413.33,9886.097274,6143.239467,70922.45117,92585.92,21-09-2023,Europe
111897,AI101,DEL,LHR,Delhi,London,22-06-2023 13:57,22-06-2023 20:19,1,16,3528,B737,210,762.97,4436.153391,4092.677126,111622.8773,160223.7,22-06-2023,Asia
111898,SQ701,SIN,BLR,Singapore,Bangalore,16-11-2023 09:47,16-11-2023 12:11,21,18,7726,A350,94,296.87,6295.574655,4009.317827,21924.74596,27905.78,16-11-2023,Asia
111899,EK201,DXB,LHR,Dubai,London,13-05-2023 10:57,13-05-2023 17:55,0,7,9532,A320,175,353.18,6349.826496,5420.19713,40717.96077,61806.5,13-05-2023,Middle East
111900,QF601,SYD,SIN,Sydney,Singapore,07-10-2023 20:46,07-10-2023 22:17,6,0,7457,A320,111,212.97,4600.450508,4145.701884,18152.38423,23639.67,07-10-2023,Australia
111901,DL401,ATL,ORD,Atlanta,Chicago,27-09-2023 17:38,28-09-2023 02:32,10,3,9042,A350,149,378.65,8403.797828,4721.31575,48499.3298,56418.85,27-09-2023,North America
111902,SQ701,SIN,BLR,Singapore,Bangalore,05-12-2023 00:59,05-12-2023 08:04,20,9,3213,A320,226,716.1,6915.19579,,110124.7049,161838.6,05-12-2023,Asia
111903,EK201,DXB,LHR,Dubai,London,11-07-2023 06:11,11-07-2023 08:10,0,24,3704,B737,157,586.77,8177.375259,3036.923774,63243.44392,92122.89,11-07-2023,Middle East
111904,AI101,DEL,LHR,Delhi,London,07-11-2023 12:59,07-11-2023 18:25,0,6,6839,B777,103,469.09,8457.764399,4628.986923,42972.20521,48316.27,07-11-2023,Asia
111905,SQ701,SIN,BLR,Singapore,Bangalore,25-05-2023 21:37,26-05-2023 04:35,0,0,8310,A320,154,481.05,9349.192895,7073.33085,49982.54061,74081.7,25-05-2023,Asia
111906,AI101,DEL,LHR,Delhi,London,10-08-2023 05:08,10-08-2023 08:07,20,0,8884,A320,124,286.39,4166.905931,5350.217848,22952.28664,35512.36,10-08-2023,Asia
111907,LH501,FRA,DEL,Frankfurt,Delhi,08-12-2023 01:50,08-12-2023 11:45,0,50,9685,B787,143,185.85,3084.575246,3481.404513,20664.74431,26576.55,08-12-2023,Europe
111908,SQ701,SIN,BLR,Singapore,Bangalore,03-09-2023 21:16,04-09-2023 00:52,0,37,2478,B787,191,338.48,6162.775758,4557.450877,48623.67272,64649.68,03-09-2023,Asia
111909,DL401,,ORD,Atlanta,Chicago,27-04-2023 18:54,27-04-2023 20:16,,0,7411,A321,159,656.81,3121.882326,3659.357307,70474.89594,104432.79,27-04-2023,North America
111910,DL401,ATL,ORD,Atlanta,Chicago,28-01-2023 06:33,28-01-2023 14:56,21,32,3984,B737,231,484.73,3002.761782,2143.883423,97176.24434,111972.63,28-01-2023,North America
111911,SQ701,SIN,BLR,Singapore,Bangalore,04-10-2023 08:43,04-10-2023 18:32,0,0,892,A321,203,673.25,3340.023931,6936.195095,89370.17571,136669.75,04-10-2023,Asia
111912,DL401,ATL,ORD,Atlanta,Chicago,01-07-2023 18:48,02-07-2023 01:57,26,13,9504,A321,241,333.76,3018.032018,6111.945762,56548.86013,80436.16,01-07-2023,North America
111913,QF601,SYD,SIN,Sydney,Singapore,30-12-2023 22:18,31-12-2023 02:20,32,17,2767,B737,183,723.6,2459.161814,3125.511237,117140.0087,132418.8,30-12-2023,Australia
111914,LH501,FRA,DEL,Frankfurt,Delhi,19-01-2023 10:13,19-01-2023 19:29,46,11,8926,A320,125,793.3,8120.994722,5168.377649,74010.84604,99162.5,19-01-2023,Europe
111915,QF601,SYD,SIN,Sydney,Singapore,24-12-2023 19:41,25-12-2023 00:08,14,13,9002,B787,,476.04,8889.870572,2258.649267,72650.45261,112821.48,24-12-2023,Australia
111916,LH501,FRA,DEL,Frankfurt,Delhi,29-10-2023 13:31,29-10-2023 16:48,7,23,7559,B777,182,188.75,9855.543325,7681.305941,28018.16472,34352.5,29-10-2023,Europe
111917,QF601,SYD,SIN,Sydney,Singapore,24-08-2023 03:04,24-08-2023 09:28,14,22,2826,B737,214,157.95,9683.368846,3562.862491,25326.65188,33801.3,24-08-2023,Australia
111918,QF601,SYD,SIN,Sydney,Singapore,24-09-2023 09:55,24-09-2023 19:32,28,15,8331,B787,177,272.61,6326.532796,3083.170924,33384.38697,48251.97,24-09-2023,Australia
111919,EK201,DXB,LHR,Dubai,London,08-07-2023 14:13,08-07-2023 16:18,20,0,1563,B737,158,775.58,,5328.019879,80586.97668,122541.64,08-07-2023,Middle East
111920,QF601,SYD,SIN,Sydney,Singapore,11-06-2023 17:29,12-06-2023 01:18,0,23,4236,A350,157,,2102.369328,,45817.57684,66170.79,11-06-2023,Australia
111921,DL401,ATL,ORD,Atlanta,Chicago,09-09-2023 09:09,09-09-2023 13:11,38,0,4423,B787,128,578.33,7230.007049,2490.169745,49467.38616,74026.24,09-09-2023,North America
111922,AI101,DEL,,Delhi,London,01-06-2023 16:34,02-06-2023 01:21,0,,459,A320,80,273.17,7366.021874,7897.351119,15373.84635,21853.6,01-06-2023,Asia
111923,AI102,DEL,DXB,Delhi,Dubai,13-03-2023 11:44,13-03-2023 15:44,0,0,5765,A320,217,728.62,5014.495228,6991.580671,142014.2901,158110.54,13-03-2023,Asia
111924,AI102,DEL,DXB,Delhi,Dubai,12-11-2023 05:49,12-11-2023 15:29,19,36,9234,A320,185,297.13,5668.20192,2759.801021,35174.65531,54969.05,12-11-2023,Asia
111925,EK201,DXB,LHR,Dubai,London,31-05-2023 04:02,31-05-2023 06:36,0,4,8038,B737,173,622.99,3010.857833,6695.217244,81399.70283,107777.27,31-05-2023,Middle East
111926,EK201,,LHR,Dubai,London,25-03-2023 06:30,25-03-2023 09:45,,22,8540,B737,213,232.49,4370.283444,7741.402792,31261.61153,49520.37,25-03-2023,Middle East
111927,DL401,,ORD,Atlanta,Chicago,15-04-2023 11:29,15-04-2023 18:44,,39,6504,B737,209,783.87,6862.407891,7132.526295,104464.4368,163828.83,15-04-2023,North America
111928,AI102,DEL,DXB,Delhi,Dubai,02-01-2023 22:46,03-01-2023 07:23,10,31,2242,A350,100,308.72,7209.71728,6904.947461,19596.58837,30872,02-01-2023,Asia
111929,EK201,DXB,LHR,Dubai,London,15-02-2023 02:47,15-02-2023 08:36,0,9,8710,B737,98,668.38,5642.049048,4552.560202,50192.07605,65501.24,15-02-2023,Middle East
111930,AI102,DEL,,Delhi,Dubai,23-01-2023 03:15,23-01-2023 07:47,0,,9205,A321,171,774.33,4944.749861,4043.925479,81444.27714,132410.43,23-01-2023,Asia
111931,UA301,JFK,LAX,New York,Los Angeles,03-06-2023 11:40,03-06-2023 20:06,7,14,9601,B787,167,612.46,9545.654558,5959.980864,77710.09838,102280.82,03-06-2023,North America
111932,EK201,DXB,LHR,Dubai,London,23-03-2023 04:49,23-03-2023 06:20,3,18,5105,B777,102,187.15,9472.197271,5680.944679,12375.40551,19089.3,23-03-2023,Middle East
111933,QF601,SYD,SIN,Sydney,Singapore,18-06-2023 22:05,19-06-2023 07:23,17,0,3205,B737,181,599.88,6552.383674,6149.81382,86565.92589,108578.28,18-06-2023,Australia
111934,EK201,DXB,LHR,Dubai,London,18-04-2023 15:37,19-04-2023 01:28,0,7,5867,B777,239,535.1,9408.836082,3673.349077,110006.7654,127888.9,18-04-2023,Middle East
111935,AI101,DEL,LHR,Delhi,London,27-07-2023 17:28,27-07-2023 19:58,23,41,1290,A350,172,771.11,5530.264865,3995.373986,94660.93439,132630.92,27-07-2023,Asia
111936,LH501,FRA,DEL,Frankfurt,Delhi,19-09-2023 10:56,19-09-2023 12:25,16,26,966,B737,147,276.93,8934.684746,4060.429968,33924.35856,40708.71,19-09-2023,Europe
111937,DL401,ATL,ORD,Atlanta,Chicago,17-04-2023 07:09,17-04-2023 15:58,0,44,3041,A350,214,306.73,7959.430717,,41710.33806,65640.22,17-04-2023,North America
111938,DL401,ATL,ORD,Atlanta,Chicago,01-09-2023 11:18,01-09-2023 16:10,22,7,9710,B777,146,718.41,3422.941197,5380.011177,84669.87283,104887.86,01-09-2023,North America
111939,SQ701,SIN,BLR,Singapore,Bangalore,20-11-2023 00:34,20-11-2023 07:43,6,0,9631,B737,153,196.16,6894.06099,4139.119378,19300.63625,30012.48,20-11-2023,Asia
111940,EK201,DXB,LHR,Dubai,London,30-06-2023 13:26,30-06-2023 17:07,0,42,9768,B777,163,350.27,4715.956581,2915.209158,34263.80674,57094.01,30-06-2023,Middle East
111941,EK201,DXB,LHR,Dubai,London,03-08-2023 20:32,04-08-2023 02:32,0,0,7188,A321,116,635.47,4604.641227,7033.879439,58314.81481,73714.52,03-08-2023,Middle East
111942,SQ701,SIN,BLR,Singapore,Bangalore,30-06-2023 08:05,30-06-2023 14:45,0,0,1738,B787,121,276.98,9531.30611,5514.774152,20913.47607,33514.58,30-06-2023,Asia
111943,QF601,SYD,SIN,Sydney,Singapore,01-10-2023 21:22,02-10-2023 05:28,10,27,9590,B777,192,276.23,9392.248654,3183.289304,41663.53968,53036.16,01-10-2023,Australia
111944,SQ701,SIN,BLR,Singapore,Bangalore,13-06-2023 06:14,13-06-2023 09:30,0,0,2825,B737,210,456.28,6002.691168,2792.78712,77656.3752,95818.8,13-06-2023,Asia
111945,AI101,DEL,LHR,Delhi,London,09-05-2023 19:21,09-05-2023 23:35,15,6,5385,A321,145,189.27,,5466.972847,19015.2792,27444.15,09-05-2023,Asia
111946,AI102,DEL,DXB,Delhi,Dubai,29-11-2023 03:10,29-11-2023 06:18,30,0,4687,B787,154,706.74,5990.86214,5870.179689,66143.54573,108837.96,29-11-2023,Asia
111947,EK201,DXB,LHR,Dubai,London,09-05-2023 13:47,09-05-2023 19:52,4,5,5547,A350,227,255.41,7689.281198,6558.768947,35047.54094,57978.07,09-05-2023,Middle East
111948,AI102,DEL,DXB,Delhi,Dubai,25-09-2023 19:52,25-09-2023 21:53,11,0,9022,A320,155,559.32,3962.798373,4319.270459,67425.2264,86694.6,25-09-2023,Asia
111949,AI102,DEL,DXB,Delhi,Dubai,02-09-2023 14:16,02-09-2023 23:30,0,0,7468,A321,116,,3754.788496,,62064.9212,82007.36,02-09-2023,Asia
111950,SQ701,SIN,BLR,Singapore,Bangalore,24-07-2023 01:20,24-07-2023 05:12,0,20,6194,A350,87,163.59,,2595.630946,9572.678231,14232.33,24-07-2023,Asia
111951,AI101,DEL,LHR,Delhi,London,27-01-2023 12:18,27-01-2023 20:19,27,0,1760,B777,171,254.33,5696.314911,7250.628369,39129.01248,43490.43,27-01-2023,Asia
111952,EK201,,LHR,Dubai,London,26-12-2023 21:22,27-12-2023 06:31,35,7,6105,A320,200,457.71,2124.704782,4741.629858,73856.09899,91542,26-12-2023,Middle East
111953,DL401,ATL,ORD,Atlanta,Chicago,23-11-2023 05:59,23-11-2023 08:38,0,0,517,A321,179,640.54,4276.802231,2385.643376,84000.7713,114656.66,23-11-2023,North America
111954,EK201,DXB,LHR,Dubai,London,13-08-2023 09:32,13-08-2023 18:20,34,1,3859,B787,226,702.9,6838.766859,4138.12783,127694.4385,158855.4,13-08-2023,Middle East
111955,QF601,SYD,,Sydney,Singapore,30-03-2023 07:43,30-03-2023 15:30,0,,6085,A350,201,716.88,7562.223151,5517.530143,100686.1089,144092.88,30-03-2023,Australia
111956,UA301,JFK,LAX,New York,Los Angeles,11-06-2023 09:13,11-06-2023 10:31,2,15,4105,A320,236,673.28,6258.426604,4787.104637,108075.0877,158894.08,11-06-2023,North America
111957,UA301,JFK,LAX,New York,Los Angeles,29-08-2023 09:15,29-08-2023 18:18,0,0,8542,A321,82,,4253.704234,3561.276504,12794.2011,17690.68,29-08-2023,North America
111958,DL401,ATL,ORD,Atlanta,Chicago,23-11-2023 12:38,23-11-2023 13:54,0,30,2135,B777,188,407.31,6884.945055,7905.226419,65067.37373,76574.28,23-11-2023,North America
111959,QF601,SYD,SIN,Sydney,Singapore,02-11-2023 08:06,02-11-2023 10:01,0,0,330,B777,104,446.44,9549.976319,3551.402217,35474.54218,46429.76,02-11-2023,Australia
111960,AI102,DEL,DXB,Delhi,Dubai,29-08-2023 17:44,30-08-2023 02:06,34,16,6382,A321,193,271.15,8049.479717,7828.908209,41124.08387,52331.95,29-08-2023,Asia
111961,AI101,DEL,LHR,Delhi,London,02-05-2023 22:36,03-05-2023 03:05,13,0,6611,B787,86,583.17,3006.482518,,37168.66661,50152.62,02-05-2023,Asia
111962,DL401,ATL,ORD,Atlanta,Chicago,07-01-2023 10:59,07-01-2023 18:45,10,0,4535,A321,107,313.5,2930.786416,3564.243752,30017.69307,33544.5,07-01-2023,North America
111963,QF601,SYD,SIN,Sydney,Singapore,14-09-2023 08:48,14-09-2023 11:28,0,0,2677,B787,219,777.34,3112.564607,3006.666516,143507.6906,170237.46,14-09-2023,Australia
111964,EK201,DXB,LHR,Dubai,London,06-11-2023 05:20,06-11-2023 07:32,25,6,9936,B777,171,548.38,2214.049297,6280.339461,69056.80528,93772.98,06-11-2023,Middle East
111965,LH501,FRA,DEL,Frankfurt,Delhi,03-04-2023 01:43,03-04-2023 05:19,16,10,768,A350,167,283.18,8229.125915,6017.604543,34967.58451,47291.06,03-04-2023,Europe
111966,AI101,DEL,LHR,Delhi,London,08-07-2023 02:20,08-07-2023 06:43,18,3,5490,A321,116,272.19,8797.188452,6077.336235,23492.42909,31574.04,08-07-2023,Asia
111967,UA301,JFK,LAX,New York,Los Angeles,22-02-2023 04:31,22-02-2023 11:19,0,0,3177,A320,130,753.45,7712.276878,4517.969291,61868.78456,97948.5,22-02-2023,North America
111968,DL401,ATL,ORD,Atlanta,Chicago,16-05-2023 20:24,17-05-2023 04:43,0,0,7692,A320,166,450.95,8380.586305,5559.205509,60155.79961,74857.7,16-05-2023,North America
111969,SQ701,SIN,BLR,Singapore,Bangalore,31-01-2023 21:41,01-02-2023 04:55,2,0,4097,A320,134,131.7,9935.849489,3598.118608,15476.439,17647.8,31-01-2023,Asia
111970,AI102,DEL,DXB,Delhi,Dubai,27-08-2023 09:58,27-08-2023 18:25,0,26,6841,B737,235,338.14,3190.427209,4692.60062,60250.68157,79462.9,27-08-2023,Asia
111971,SQ701,SIN,BLR,Singapore,Bangalore,05-10-2023 18:19,05-10-2023 20:09,14,0,5308,A320,132,748.03,9942.207737,6537.803339,83652.28138,98739.96,05-10-2023,Asia
111972,QF601,SYD,SIN,Sydney,Singapore,26-11-2023 20:03,26-11-2023 23:16,55,0,8163,B777,88,153.91,7556.961658,6227.388417,11564.04707,13544.08,26-11-2023,Australia
111973,SQ701,SIN,BLR,Singapore,Bangalore,03-04-2023 06:06,03-04-2023 11:50,29,5,8654,B737,101,128.35,5301.221741,2286.878233,8429.011274,12963.35,03-04-2023,Asia
111974,AI102,DEL,DXB,Delhi,Dubai,18-06-2023 17:58,18-06-2023 23:21,25,9,8811,A320,184,477.1,7152.187116,5582.683338,73799.50493,87786.4,18-06-2023,Asia
111975,DL401,ATL,ORD,Atlanta,Chicago,26-02-2023 07:29,26-02-2023 15:36,0,9,3118,A320,250,755.83,4992.30472,6628.165987,138991.5178,188957.5,26-02-2023,North America
111976,UA301,JFK,LAX,New York,Los Angeles,18-01-2023 19:12,18-01-2023 22:27,16,0,6451,A320,88,434.68,2679.581157,7620.015359,24026.19959,38251.84,18-01-2023,North America
111977,QF601,SYD,SIN,Sydney,Singapore,10-09-2023 06:50,10-09-2023 12:12,48,13,5176,A350,190,245.92,9486.34737,5852.439025,28222.32328,46724.8,10-09-2023,Australia
111978,DL401,ATL,ORD,Atlanta,Chicago,29-12-2023 12:06,29-12-2023 13:30,23,,5925,B737,97,174.02,,,13926.70916,16879.94,29-12-2023,North America
111979,AI102,DEL,DXB,Delhi,Dubai,31-08-2023 09:23,31-08-2023 16:06,23,27,3400,A321,194,484.71,4442.883262,,84177.13001,94033.74,31-08-2023,Asia
111980,DL401,ATL,ORD,Atlanta,Chicago,12-11-2023 02:18,12-11-2023 09:39,15,7,660,A350,222,636.65,4069.730822,3889.351435,124902.272,141336.3,12-11-2023,North America
111981,EK201,,LHR,Dubai,London,18-04-2023 16:53,18-04-2023 22:52,,4,7189,B787,181,593.24,3095.610877,3055.200133,81608.65003,107376.44,18-04-2023,Middle East
111982,SQ701,SIN,BLR,Singapore,Bangalore,09-09-2023 00:09,09-09-2023 04:39,0,18,1257,B787,159,760.2,9114.02145,7984.828431,95502.7472,120871.8,09-09-2023,Asia
111983,QF601,SYD,,Sydney,Singapore,25-01-2023 08:37,25-01-2023 10:51,0,,3017,A350,143,668.07,5547.12117,2547.477215,65838.62217,95534.01,25-01-2023,Australia
111984,AI102,DEL,DXB,Delhi,Dubai,26-11-2023 04:59,26-11-2023 07:50,0,3,7435,A350,224,118.6,7472.415274,7659.363044,16702.88188,26566.4,26-11-2023,Asia
111985,AI101,DEL,LHR,Delhi,London,10-07-2023 05:41,10-07-2023 10:54,22,0,461,B777,179,302.72,7685.718192,6436.4857,38029.10746,54186.88,10-07-2023,Asia
111986,AI102,DEL,DXB,Delhi,Dubai,23-11-2023 09:00,23-11-2023 15:02,23,17,7867,B737,,420,3844.623957,6685.420966,26764.88314,42000,23-11-2023,Asia
111987,AI102,DEL,DXB,Delhi,Dubai,31-01-2023 16:21,31-01-2023 18:10,4,28,8143,A321,159,143.44,2778.836492,2403.954527,13907.62394,22806.96,31-01-2023,Asia
111988,AI102,DEL,,Delhi,Dubai,14-07-2023 15:11,15-07-2023 01:03,11,,9858,A320,159,625.57,2606.940937,2368.293235,67384.74983,99465.63,14-07-2023,Asia
111989,UA301,JFK,LAX,New York,Los Angeles,04-06-2023 09:03,04-06-2023 15:30,45,3,1066,B787,250,,7709.69358,3517.405485,37373.78933,59635,04-06-2023,North America
111990,AI102,DEL,DXB,Delhi,Dubai,22-05-2023 08:14,22-05-2023 11:26,22,0,9198,B787,213,,9235.657836,3506.169087,147021.2781,167283.81,22-05-2023,Asia
111991,AI101,DEL,LHR,Delhi,London,03-01-2023 05:57,03-01-2023 13:02,0,4,2510,A320,112,537.33,9917.038703,5481.103762,47013.78256,60180.96,03-01-2023,Asia
111992,EK201,DXB,LHR,Dubai,London,09-12-2023 07:34,09-12-2023 14:03,0,0,5228,B787,141,281.64,2089.885074,5063.382646,25192.18602,39711.24,09-12-2023,Middle East
111993,LH501,,DEL,Frankfurt,Delhi,13-07-2023 05:46,13-07-2023 13:00,21,0,2935,B737,169,687.38,7872.48443,4806.078169,70611.06043,116167.22,13-07-2023,Europe
111994,SQ701,SIN,BLR,Singapore,Bangalore,15-10-2023 09:13,15-10-2023 10:39,24,13,2698,A320,104,793.69,4405.361193,4165.343108,56405.67944,82543.76,15-10-2023,Asia
111995,QF601,,SIN,Sydney,Singapore,17-02-2023 08:10,17-02-2023 14:53,,17,338,B737,241,501.49,6733.768988,6443.410405,75402.15801,120859.09,17-02-2023,Australia
111996,QF601,SYD,SIN,Sydney,Singapore,06-12-2023 20:30,07-12-2023 03:13,32,15,4791,B737,90,142.51,3082.875511,7795.057784,8317.574467,12825.9,06-12-2023,Australia
111997,AI102,DEL,DXB,Delhi,Dubai,04-05-2023 08:44,04-05-2023 10:51,16,28,6758,B737,218,260.56,3590.359698,4817.527468,35407.74726,56802.08,04-05-2023,Asia
111998,AI102,DEL,DXB,Delhi,Dubai,08-05-2023 07:52,08-05-2023 17:26,23,11,1297,B737,104,364.12,4878.69944,7402.621957,31140.72256,37868.48,08-05-2023,Asia
111999,EK201,DXB,LHR,Dubai,London,10-01-2023 03:41,10-01-2023 13:36,14,17,6534,B787,210,183.42,7278.455463,6323.024778,32811.18581,38518.2,10-01-2023,Middle East
112000,DL401,ATL,ORD,Atlanta,Chicago,18-08-2023 09:32,18-08-2023 14:52,0,0,9355,B777,111,103.55,8749.467316,5135.38788,8252.834584,11494.05,18-08-2023,North America
112001,QF601,SYD,SIN,Sydney,Singapore,11-02-2023 23:09,12-02-2023 06:44,38,41,4019,A321,176,567.24,2327.939057,4325.712561,72598.27843,99834.24,11-02-2023,Australia
112002,LH501,FRA,DEL,Frankfurt,Delhi,20-10-2023 23:04,21-10-2023 00:15,0,0,5796,A321,176,356.45,6018.557025,4270.334219,40671.20734,62735.2,20-10-2023,Europe
112003,UA301,JFK,LAX,New York,Los Angeles,18-08-2023 22:43,19-08-2023 05:53,32,17,314,B777,227,531.75,7581.335687,6527.755039,107091.6715,120707.25,18-08-2023,North America
112004,QF601,SYD,SIN,Sydney,Singapore,26-05-2023 18:40,27-05-2023 02:05,23,24,1815,B777,103,604.32,2550.877102,4011.84702,37519.25332,62244.96,26-05-2023,Australia
112005,QF601,SYD,SIN,Sydney,Singapore,02-10-2023 22:41,02-10-2023 23:46,5,13,5767,B787,204,191.29,8189.955801,4108.944548,32747.73626,39023.16,02-10-2023,Australia
112006,DL401,ATL,ORD,Atlanta,Chicago,10-06-2023 23:28,11-06-2023 00:51,15,0,7130,B737,159,278.63,8001.126272,2472.753182,29163.25247,44302.17,10-06-2023,North America
112007,LH501,FRA,DEL,Frankfurt,Delhi,24-02-2023 11:08,24-02-2023 16:43,16,30,2481,A320,112,330.59,6711.110058,7731.41658,26555.4009,37026.08,24-02-2023,Europe
112008,UA301,JFK,LAX,New York,Los Angeles,29-07-2023 17:52,30-07-2023 00:04,3,10,1651,B777,117,641.88,8009.042218,6040.217287,53808.64713,75099.96,29-07-2023,North America
112009,DL401,ATL,ORD,Atlanta,Chicago,05-04-2023 16:30,06-04-2023 02:04,14,2,1479,A321,124,444.01,2684.449418,4723.418282,44980.58418,55057.24,05-04-2023,North America
112010,LH501,FRA,DEL,Frankfurt,Delhi,26-01-2023 09:27,26-01-2023 10:33,23,0,6832,A320,217,613.21,2110.496541,2215.540083,80318.92909,133066.57,26-01-2023,Europe
112011,EK201,DXB,LHR,Dubai,London,11-11-2023 15:00,11-11-2023 20:16,36,19,3340,B737,132,271.95,9118.101319,4719.587297,23579.85292,35897.4,11-11-2023,Middle East
112012,QF601,SYD,SIN,Sydney,Singapore,16-09-2023 22:05,16-09-2023 23:52,0,38,406,A350,224,714.47,8260.285575,5892.233857,110159.6445,160041.28,16-09-2023,Australia
112013,LH501,FRA,DEL,Frankfurt,Delhi,15-08-2023 07:11,15-08-2023 16:34,13,0,6789,B737,234,220.89,4274.232247,,45030.7216,51688.26,15-08-2023,Europe
112014,UA301,JFK,,New York,Los Angeles,15-06-2023 23:06,16-06-2023 00:57,32,,3147,B737,129,255.31,2633.897063,5546.129857,20679.7785,32934.99,15-06-2023,North America
112015,SQ701,SIN,BLR,Singapore,Bangalore,21-08-2023 20:33,22-08-2023 04:21,0,0,1987,B777,147,574.06,3044.819213,3658.056984,74923.01857,84386.82,21-08-2023,Asia
112016,EK201,DXB,LHR,Dubai,London,01-06-2023 12:50,01-06-2023 22:50,15,0,3932,A320,249,208.07,8509.546815,6330.966024,43224.19013,51809.43,01-06-2023,Middle East
112017,UA301,JFK,LAX,New York,Los Angeles,29-10-2023 20:35,30-10-2023 01:23,11,10,5215,A350,237,191.76,,7496.234666,32557.80057,45447.12,29-10-2023,North America
112018,UA301,JFK,LAX,New York,Los Angeles,15-08-2023 10:11,15-08-2023 13:54,0,12,7813,B787,165,662.88,7468.802323,6064.423651,83260.36131,109375.2,15-08-2023,North America
112019,AI102,DEL,DXB,Delhi,Dubai,07-07-2023 06:43,07-07-2023 07:44,10,0,8693,B787,198,266.56,9990.016576,2018.887069,42789.52064,52778.88,07-07-2023,Asia
112020,SQ701,SIN,BLR,Singapore,Bangalore,23-02-2023 22:38,24-02-2023 03:44,28,23,9557,A320,110,415.98,4465.927393,4329.571377,31150.70771,45757.8,23-02-2023,Asia
112021,QF601,SYD,SIN,Sydney,Singapore,25-01-2023 23:17,26-01-2023 00:40,4,4,7077,A320,201,152.31,,3196.022979,27176.08268,30614.31,25-01-2023,Australia
112022,QF601,SYD,SIN,Sydney,Singapore,18-11-2023 17:49,19-11-2023 01:39,24,4,4540,A350,185,779.53,2900.52222,7055.604787,116201.5787,144213.05,18-11-2023,Australia
112023,EK201,DXB,LHR,Dubai,London,06-10-2023 01:36,06-10-2023 03:28,0,16,3264,B787,250,309.05,4751.858379,5432.307849,52025.40422,77262.5,06-10-2023,Middle East
112024,DL401,ATL,ORD,Atlanta,Chicago,02-08-2023 12:09,02-08-2023 21:11,0,0,9215,B777,84,692.38,9095.270118,7368.546157,37449.83391,58159.92,02-08-2023,North America
112025,AI101,DEL,,Delhi,London,07-02-2023 01:03,07-02-2023 03:44,39,,7919,B777,148,316.09,3316.131033,3050.460037,37823.91557,46781.32,07-02-2023,Asia
112026,AI102,DEL,DXB,Delhi,Dubai,13-06-2023 12:51,13-06-2023 21:48,10,17,8808,B737,233,369.3,7523.748191,2349.247475,52053.98143,86046.9,13-06-2023,Asia
112027,AI102,DEL,DXB,Delhi,Dubai,16-09-2023 05:23,16-09-2023 11:29,20,0,4131,B787,157,751.72,4775.506949,4341.308168,105288.915,118020.04,16-09-2023,Asia
