flight_id,airline,flight_number,origin_airport,destination_airport,origin_city,destination_city,departure_time,arrival_time,departure_delay,arrival_delay,distance,aircraft_type,passenger_count,ticket_price,fuel_cost,crew_cost,operational_cost,date,region
104375,Delta Air Lines,DE2178,SIN,DOH,Singapore,Doha,9/28/2023 9:05,9/28/2023 15:48,27,17,11175,Boeing 787,237,234.66,30913.13,4870.54,44474.75,9/28/2023,Asia
104376,IndiGo,IN3111,DXB,JFK,Dubai,New York,12/6/2023 14:34,12/6/2023 22:23,22,1,10506,Boeing 777,246,609.8,38529.83,7796.78,60565.04,12/6/2023,Middle East
104377,Lufthansa,LU4850,CDG,DOH,Paris,Doha,7/21/2024 19:34,7/22/2024 1:47,0,30,1575,Airbus A350,96,317.09,3986.07,4687,16886.61,7/21/2024,Europe
104378,Lufthansa,LU756,BLR,SIN,Bangalore,Singapore,5/3/2023 6:08,5/3/2023 19:05,0,13,7627,Boeing 737 MAX,260,531.22,22389.31,4465.27,30170.05,5/3/2023,Asia
104379,American Airlines,AM845,DOH,LAX,Doha,Los Angeles,9/20/2024 20:09,9/21/2024 1:58,13,34,8477,Boeing 777,160,133.45,37278.6,4137.08,46623.85,9/20/2024,Middle East
104380,United Airlines,UN3760,LAX,ORD,Los Angeles,Chicago,7/27/2024 23:51,7/28/2024 9:06,29,0,434,Boeing 787,267,395.79,1196.61,6198.15,21577.99,7/27/2024,North America
104381,United Airlines,UN1318,ATL,SYD,Atlanta,Sydney,7/10/2024 7:07,7/10/2024 17:32,0,18,1704,Airbus A321,286,421.08,4983.16,4437.69,24143.68,7/10/2024,North America
104382,Qatar Airways,QA9603,DXB,DOH,Dubai,Doha,5/8/2024 20:33,5/9/2024 2:47,8,0,7071,Boeing 737,229,624.95,24575.09,2672.03,42199.27,5/8/2024,Middle East
104383,American Airlines,AM5375,CDG,LAX,Paris,Los Angeles,9/27/2023 11:29,9/27/2023 20:54,30,11,9231,Airbus A320,196,223.79,33838.95,7481.03,50256.61,9/27/2023,Europe
104384,Lufthansa,LU8447,SIN,CDG,Singapore,Paris,5/13/2023 8:37,5/13/2023 16:28,11,22,5238,Airbus A320,113,315.46,22209.91,6343.41,35181.37,5/13/2023,Asia
104385,Lufthansa,LU522,DEL,LHR,Delhi,London,2/27/2024 21:29,2/28/2024 2:00,2,36,7606,Airbus A350,97,989.94,26038.17,5308.54,38503.47,2/27/2024,Asia
104386,Delta Air Lines,DE4329,DEL,SYD,Delhi,Sydney,4/15/2024 12:02,4/16/2024 0:52,0,19,7828,Boeing 737,240,153.34,33487.74,6914.86,49375.23,4/15/2024,Asia
104387,IndiGo,IN3885,SIN,LHR,Singapore,London,2/14/2023 0:23,2/14/2023 4:02,38,0,8284,Airbus A320,291,371.7,29142.42,3532.93,38989.53,2/14/2023,Asia
104388,Southwest Airlines,SO2012,DOH,SIN,Doha,Singapore,10/11/2023 19:01,10/12/2023 3:19,3,28,1154,Boeing 737 MAX,153,426.71,4629.35,6714.9,23159.71,10/11/2023,Middle East
104389,American Airlines,AM7696,LAX,BLR,Los Angeles,Bangalore,2/19/2023 9:46,2/19/2023 19:44,33,4,3065,Boeing 737 MAX,269,628.55,10362.95,3321.56,26568.06,2/19/2023,North America
104390,Lufthansa,LU1776,LHR,SIN,London,Singapore,1/13/2024 2:36,1/13/2024 16:14,0,25,5078,Boeing 737 MAX,175,864.29,17395.32,3410.34,35657.73,1/13/2024,Europe
104391,American Airlines,AM5865,SIN,DEL,Singapore,Delhi,10/30/2023 11:32,10/30/2023 20:59,33,0,5659,Boeing 737,298,399.09,23422.24,6746.84,36496.51,10/30/2023,Asia
104392,Qatar Airways,QA1005,CDG,SYD,Paris,Sydney,11/29/2023 14:40,11/30/2023 2:32,0,12,789,Boeing 777,265,595.52,3209.16,2366.17,19296.57,11/29/2023,Europe
104393,Emirates,EM7812,LHR,SYD,London,Sydney,6/3/2023 6:16,6/3/2023 7:43,22,2,622,Boeing 737,98,623.13,1684.23,7568.64,13504.83,6/3/2023,Europe
104394,United Airlines,UN6108,ORD,DXB,Chicago,Dubai,4/9/2024 19:21,4/9/2024 23:28,23,0,9715,Airbus A320,240,700.73,31707.77,6143.91,43951.67,4/9/2024,North America
104395,United Airlines,UN6711,CDG,DXB,Paris,Dubai,9/11/2024 20:59,9/11/2024 23:46,0,0,8460,Boeing 737,200,403.36,30147.87,4586.42,39606.45,9/11/2024,Europe
104396,IndiGo,IN4608,LHR,ORD,London,Chicago,11/15/2023 18:30,11/16/2023 0:45,11,3,2830,Airbus A321,209,913.74,11501.73,2142.03,18169.97,11/15/2023,Europe
104397,Lufthansa,LU1850,LAX,JFK,Los Angeles,New York,10/20/2024 15:33,10/21/2024 2:17,0,0,6948,Boeing 737,90,592.52,22594.77,2938.31,29273.49,10/20/2024,North America
104398,Qatar Airways,QA4009,SYD,LHR,Sydney,London,2/4/2023 7:07,2/4/2023 18:44,0,24,7037,Boeing 737 MAX,195,1144.67,23772.69,4243.59,31675.63,2/4/2023,Australia
104399,Emirates,EM782,ORD,LAX,Chicago,Los Angeles,6/8/2024 18:39,6/9/2024 6:16,35,29,3496,Boeing 737 MAX,282,280.9,11358.39,2006.42,25104.27,6/8/2024,North America
104400,Lufthansa,LU4196,DXB,SIN,Dubai,Singapore,3/24/2023 15:48,3/25/2023 4:17,0,0,5801,Airbus A350,218,662.22,17664.4,4107.43,27380.88,3/24/2023,Middle East
104401,American Airlines,AM6248,BLR,LHR,Bangalore,London,10/21/2024 8:18,10/21/2024 21:58,19,19,746,Airbus A320,284,117.24,3190.89,3023.84,15667.96,10/21/2024,Asia
104402,Delta Air Lines,DE7739,DOH,DXB,Doha,Dubai,2/12/2023 13:56,2/13/2023 4:24,18,0,7048,Boeing 737,116,354.35,20248.92,7019.04,31705.79,2/12/2023,Middle East
104403,Lufthansa,LU4533,CDG,LAX,Paris,Los Angeles,3/5/2024 19:12,3/6/2024 9:43,0,7,3229,Boeing 737 MAX,227,536.67,10250.94,4582.46,20645.67,3/5/2024,Europe
104404,IndiGo,IN7561,SIN,ATL,Singapore,Atlanta,5/11/2023 16:54,5/11/2023 18:27,19,21,8414,Airbus A321,291,132.28,25861.29,2472.02,39551.11,5/11/2023,Asia
104405,United Airlines,UN3253,DOH,ORD,Doha,Chicago,2/13/2024 18:26,2/14/2024 3:23,12,13,4458,Airbus A321,238,1122.92,16471.87,3994.84,29546.65,2/13/2024,Middle East
104406,Qatar Airways,QA7819,SYD,DXB,Sydney,Dubai,4/30/2023 16:58,5/1/2023 3:11,11,20,6812,Boeing 737,88,171.89,27571.61,7906.87,46769.92,4/30/2023,Australia
104407,Qatar Airways,QA2920,SIN,DEL,Singapore,Delhi,10/21/2024 9:47,10/21/2024 19:21,16,9,8753,Airbus A321,94,212.25,22998.33,3239.68,37073,10/21/2024,Asia
104408,United Airlines,UN8689,SIN,BLR,Singapore,Bangalore,1/21/2024 15:58,1/21/2024 20:45,4,9,6265,Airbus A321,122,245.7,21494.68,4012.55,31744.34,1/21/2024,Asia
104409,Southwest Airlines,SO1896,JFK,DOH,New York,Doha,5/17/2023 6:04,5/17/2023 11:34,19,12,4865,Airbus A350,220,843.02,16045.96,3502.08,22963.76,5/17/2023,North America
104410,Lufthansa,LU9733,SYD,ORD,Sydney,Chicago,10/16/2023 8:53,10/16/2023 22:14,17,32,6303,Airbus A320,163,786.72,17393.72,5513.25,28263.62,10/16/2023,Australia
104411,Delta Air Lines,DE5209,BLR,DOH,Bangalore,Doha,3/29/2023 22:33,3/30/2023 4:37,15,0,11282,Airbus A321,177,166.69,36904.05,6975.57,55974.12,3/29/2023,Asia
104412,Lufthansa,LU4912,DOH,SYD,Doha,Sydney,2/6/2023 17:47,2/6/2023 21:19,27,0,10305,Airbus A320,299,558.54,41381.65,5895.17,54677.74,2/6/2023,Middle East
104413,Delta Air Lines,DE638,LAX,SIN,Los Angeles,Singapore,8/2/2024 18:39,8/3/2024 0:10,0,14,3550,Boeing 787,205,600.71,9110.16,5707.67,22791.07,8/2/2024,North America
104414,Southwest Airlines,SO4499,CDG,JFK,Paris,New York,10/29/2023 3:22,10/29/2023 17:39,20,0,3058,Boeing 737,140,1143.25,12644.96,7882.17,26817.89,10/29/2023,Europe
104415,Delta Air Lines,DE6537,CDG,DOH,Paris,Doha,1/27/2024 5:52,1/27/2024 19:50,2,0,6153,Boeing 737,102,175.23,22681.97,7468.48,36993.16,1/27/2024,Europe
104416,United Airlines,UN5617,SYD,ATL,Sydney,Atlanta,5/16/2023 12:57,5/17/2023 1:26,0,24,6923,Boeing 787,204,757.83,27837.55,2461.62,39195.79,5/16/2023,Australia
104417,Emirates,EM2387,LAX,ATL,Los Angeles,Atlanta,6/2/2024 1:01,6/2/2024 4:56,24,7,11466,Boeing 777,196,279.97,50852.59,2463.07,63477.91,6/2/2024,North America
104418,United Airlines,UN6494,ORD,ATL,Chicago,Atlanta,6/29/2023 16:29,6/30/2023 2:48,0,0,4514,Boeing 737,98,698.19,14267.39,7166.42,36033.57,6/29/2023,North America
104419,Lufthansa,LU8627,LAX,DEL,Los Angeles,Delhi,5/9/2024 21:30,5/10/2024 6:46,38,18,2950,Boeing 737,120,830.28,12465.7,7574.56,33128.09,5/9/2024,North America
104420,Lufthansa,LU3286,ATL,DOH,Atlanta,Doha,12/30/2023 20:02,12/31/2023 7:01,0,20,9468,Airbus A320,135,343.09,36222.53,2285.91,43920.71,12/30/2023,North America
104421,Southwest Airlines,SO6748,DOH,BLR,Doha,Bangalore,9/11/2024 3:45,9/11/2024 15:35,8,2,2141,Boeing 737 MAX,170,1013.19,7820.23,7111.4,22907.41,9/11/2024,Middle East
104422,Delta Air Lines,DE2444,DXB,SYD,Dubai,Sydney,11/18/2024 19:23,11/18/2024 20:45,18,0,8186,Boeing 777,230,493.53,25964.38,2305.11,31863.03,11/18/2024,Middle East
104423,Delta Air Lines,DE9280,DOH,CDG,Doha,Paris,5/27/2023 21:11,5/28/2023 9:59,3,10,7003,Boeing 777,248,991.92,21441.97,7242.35,39109.82,5/27/2023,Middle East
104424,Southwest Airlines,SO2992,JFK,LHR,New York,London,8/6/2024 19:08,8/6/2024 21:37,0,20,4639,Boeing 737 MAX,116,844.08,13600.81,4833.63,26829.33,8/6/2024,North America
104425,Southwest Airlines,SO9448,DOH,SIN,Doha,Singapore,5/8/2023 17:45,5/9/2023 5:31,47,0,2657,Boeing 777,255,536.56,10488.73,5019.82,21848.41,5/8/2023,Middle East
104426,United Airlines,UN9506,CDG,LHR,Paris,London,8/22/2024 10:56,8/22/2024 19:02,0,0,2363,Boeing 737 MAX,236,355.94,9352.3,3479.29,20574.23,8/22/2024,Europe
104427,United Airlines,UN5762,DEL,ATL,Delhi,Atlanta,8/14/2023 6:43,8/14/2023 8:13,6,0,11425,Boeing 787,200,274.72,49505.79,2512.83,66924.24,8/14/2023,Asia
104428,American Airlines,AM604,BLR,DEL,Bangalore,Delhi,10/24/2024 15:01,10/25/2024 3:24,14,10,7123,Airbus A350,99,824.57,18170.14,6796.56,37793.01,10/24/2024,Asia
104429,Delta Air Lines,DE5050,BLR,DEL,Bangalore,Delhi,1/15/2023 3:15,1/15/2023 14:54,0,0,3705,Boeing 737,139,521.32,10574.03,2879.55,19677.84,1/15/2023,Asia
104430,United Airlines,UN8035,CDG,ORD,Paris,Chicago,9/19/2023 16:50,9/20/2023 4:06,15,10,4543,Boeing 737 MAX,114,516.47,13470.63,2803.1,27718.58,9/19/2023,Europe
104431,United Airlines,UN9577,ORD,ATL,Chicago,Atlanta,8/5/2024 21:06,8/6/2024 3:28,1,0,6006,Airbus A320,140,243.53,15617.82,2578.01,28617.82,8/5/2024,North America
104432,Qatar Airways,QA1222,ATL,ORD,Atlanta,Chicago,9/21/2023 5:31,9/21/2023 8:09,19,30,1698,Boeing 737,260,824.91,5393.7,6213.86,23975.9,9/21/2023,North America
104433,Lufthansa,LU176,DXB,JFK,Dubai,New York,7/18/2024 6:36,7/18/2024 12:39,15,0,10013,Airbus A321,280,443.99,27160.06,3195.77,38458.62,7/18/2024,Middle East
104434,Qatar Airways,QA1631,SYD,CDG,Sydney,Paris,9/6/2024 11:04,9/6/2024 14:36,10,0,10808,Boeing 737,227,534.84,43099.51,7440.56,59286.9,9/6/2024,Australia
104435,Southwest Airlines,SO4410,DEL,LAX,Delhi,Los Angeles,4/24/2024 9:35,4/24/2024 10:38,31,9,7729,Airbus A321,119,296.51,28185.35,5497.71,37730.27,4/24/2024,Asia
104436,Emirates,EM1137,DXB,CDG,Dubai,Paris,2/9/2023 11:32,2/10/2023 1:45,0,2,7030,Boeing 787,135,564.55,27347.55,7146.33,41576.52,2/9/2023,Middle East
104437,Lufthansa,LU6311,DXB,DEL,Dubai,Delhi,9/28/2024 10:23,9/28/2024 17:32,19,2,6119,Airbus A350,238,772.9,24503.35,2451.37,41449.4,9/28/2024,Middle East
104438,Qatar Airways,QA5792,DXB,SIN,Dubai,Singapore,2/14/2023 17:46,2/15/2023 7:24,4,0,3311,Boeing 737 MAX,115,300.99,10096.82,3838.09,25445.8,2/14/2023,Middle East
104439,IndiGo,IN1797,SIN,LAX,Singapore,Los Angeles,11/24/2023 21:46,11/25/2023 10:08,21,0,374,Airbus A321,268,381.2,1598.75,3511.65,9971.34,11/24/2023,Asia
104440,Lufthansa,LU1718,DXB,ORD,Dubai,Chicago,3/29/2023 2:52,3/29/2023 12:21,0,1,7966,Airbus A321,200,935.62,31198.08,3640.48,40011.84,3/29/2023,Middle East
104441,IndiGo,IN9542,ORD,SYD,Chicago,Sydney,4/15/2024 4:34,4/15/2024 7:24,29,1,9972,Airbus A321,295,617.12,44341.23,2555.87,58688.07,4/15/2024,North America
104442,IndiGo,IN3973,JFK,LHR,New York,London,5/29/2023 13:12,5/29/2023 15:58,44,15,7733,Boeing 737 MAX,163,193.05,29565.35,5545.53,42495.12,5/29/2023,North America
104443,Emirates,EM5385,SYD,DEL,Sydney,Delhi,1/4/2024 13:01,1/5/2024 2:34,16,5,3671,Airbus A320,140,268.49,9919.93,3790.52,19197.7,1/4/2024,Australia
104444,Emirates,EM1375,LAX,LHR,Los Angeles,London,11/7/2023 13:26,11/8/2023 2:55,8,3,3605,Airbus A350,252,874.04,16195.29,2392.63,26861.87,11/7/2023,North America
104445,American Airlines,AM4367,BLR,SYD,Bangalore,Sydney,6/17/2023 15:37,6/18/2023 6:22,3,17,3504,Boeing 737 MAX,274,470.03,11887.25,2510.69,21700.19,6/17/2023,Asia
104446,United Airlines,UN634,ATL,LHR,Atlanta,London,8/9/2023 9:57,8/9/2023 12:47,0,0,8242,Boeing 737,285,539.39,30024.68,2844.45,43957.64,8/9/2023,North America
104447,United Airlines,UN8492,DXB,BLR,Dubai,Bangalore,11/20/2024 6:53,11/20/2024 18:53,0,44,9997,Boeing 777,265,365.27,40437.78,6126.5,51648.97,11/20/2024,Middle East
104448,Qatar Airways,QA8525,LHR,DXB,London,Dubai,5/5/2024 23:55,5/6/2024 10:25,20,13,7142,Airbus A320,226,1148.65,31854.79,6539.17,49359.68,5/5/2024,Europe
104449,United Airlines,UN5649,LAX,DOH,Los Angeles,Doha,11/16/2024 12:41,11/16/2024 18:41,0,19,10079,Boeing 737,234,298.93,43748.52,3933.46,59437.79,11/16/2024,North America
104450,Southwest Airlines,SO7134,LAX,LHR,Los Angeles,London,11/12/2023 18:01,11/12/2023 20:54,7,11,3954,Boeing 777,186,601.86,12184.54,4316.18,24673.63,11/12/2023,North America
104451,IndiGo,IN7794,JFK,DXB,New York,Dubai,6/14/2023 22:40,6/15/2023 7:23,0,10,11473,Airbus A321,85,622.19,44014.81,6166,56023.92,6/14/2023,North America
104452,Qatar Airways,QA1379,LAX,ATL,Los Angeles,Atlanta,7/9/2023 1:54,7/9/2023 11:09,1,0,366,Airbus A350,186,758.13,1584.35,4249.22,11705.65,7/9/2023,North America
104453,Qatar Airways,QA2400,ORD,LAX,Chicago,Los Angeles,1/20/2024 22:47,1/21/2024 13:41,24,0,10045,Boeing 787,157,1039.02,38433.09,4327.22,54995.67,1/20/2024,North America
104454,Qatar Airways,QA1832,BLR,DXB,Bangalore,Dubai,9/13/2024 21:33,9/13/2024 23:26,21,20,4770,Airbus A321,102,701.16,13543.97,3172.26,27106.56,9/13/2024,Asia
104455,Qatar Airways,QA4335,SIN,DXB,Singapore,Dubai,11/5/2024 0:13,11/5/2024 12:00,0,0,7709,Boeing 777,160,912.6,33703.83,4310.76,44108.75,11/5/2024,Asia
104456,United Airlines,UN1784,JFK,ORD,New York,Chicago,9/22/2023 18:45,9/23/2023 1:37,5,13,4342,Airbus A350,110,587.42,13763.05,6795.54,26684.55,9/22/2023,North America
104457,IndiGo,IN5609,DXB,LAX,Dubai,Los Angeles,6/20/2023 8:57,6/20/2023 19:11,6,15,4754,Airbus A350,92,333.9,20185.92,2754.2,30483.76,6/20/2023,Middle East
104458,Qatar Airways,QA1112,LHR,DXB,London,Dubai,8/19/2024 0:45,8/19/2024 11:48,45,0,10658,Boeing 737 MAX,94,731.7,28542.39,2777.17,45524.55,8/19/2024,Europe
104459,Lufthansa,LU3148,BLR,CDG,Bangalore,Paris,10/25/2023 14:17,10/26/2023 2:50,0,22,1221,Airbus A321,135,650.59,4630.83,2962.78,19662.43,10/25/2023,Asia
104460,Southwest Airlines,SO5980,ATL,LAX,Atlanta,Los Angeles,3/25/2024 19:49,3/26/2024 7:23,43,15,7304,Airbus A321,204,653.15,31320.14,7157.75,43909.96,3/25/2024,North America
104461,Emirates,EM6519,DEL,SYD,Delhi,Sydney,2/26/2024 13:52,2/26/2024 16:42,0,5,10236,Boeing 777,198,1067.89,35132.76,3483.4,45959.83,2/26/2024,Asia
104462,United Airlines,UN6739,SYD,SIN,Sydney,Singapore,9/1/2023 6:53,9/1/2023 20:02,0,19,10902,Airbus A321,258,1186.84,32195.4,6153.89,43703.07,9/1/2023,Australia
104463,Qatar Airways,QA5553,ORD,BLR,Chicago,Bangalore,2/25/2023 22:39,2/26/2023 7:31,0,2,2198,Airbus A320,286,569.69,9280.9,7791.22,24182.03,2/25/2023,North America
104464,IndiGo,IN4419,CDG,ATL,Paris,Atlanta,8/10/2024 11:39,8/10/2024 13:27,0,10,7263,Boeing 737,250,716.29,27095.86,5015.32,42999.06,8/10/2024,Europe
104465,Southwest Airlines,SO4633,DEL,DXB,Delhi,Dubai,8/7/2024 2:01,8/7/2024 4:03,2,11,10240,Boeing 787,226,898.74,40015.42,5123.06,52041.73,8/7/2024,Asia
104466,Southwest Airlines,SO4414,LAX,DEL,Los Angeles,Delhi,8/29/2024 10:00,8/30/2024 0:07,10,0,10396,Airbus A350,156,1101.86,27760.45,7382.57,46600.78,8/29/2024,North America
104467,Emirates,EM9115,ORD,LAX,Chicago,Los Angeles,8/14/2023 18:01,8/15/2023 7:20,22,7,843,Boeing 737,228,529.55,3528.18,2882.19,20327.73,8/14/2023,North America
104468,IndiGo,IN423,CDG,DEL,Paris,Delhi,8/14/2023 4:19,8/14/2023 5:42,0,48,6362,Airbus A320,120,913.95,24707.14,5819.71,39109.76,8/14/2023,Europe
104469,IndiGo,IN8103,ATL,DXB,Atlanta,Dubai,11/10/2023 20:22,11/11/2023 3:51,19,5,4092,Boeing 737 MAX,92,1160.49,16690.07,5953.4,30942.22,11/10/2023,North America
104470,Delta Air Lines,DE4735,CDG,LAX,Paris,Los Angeles,1/21/2023 12:06,1/21/2023 19:50,38,41,11834,Boeing 777,247,476.07,48921.54,7460.93,66839.98,1/21/2023,Europe
104471,United Airlines,UN1124,JFK,DEL,New York,Delhi,8/5/2024 12:59,8/5/2024 17:52,7,14,4895,Boeing 787,286,537.12,15786.88,2250.53,22457.53,8/5/2024,North America
104472,United Airlines,UN564,DOH,JFK,Doha,New York,4/21/2023 8:26,4/21/2023 11:48,0,5,1162,Boeing 777,230,240.76,3643.36,6542.38,15713.04,4/21/2023,Middle East
104473,Emirates,EM9474,JFK,ATL,New York,Atlanta,2/16/2023 14:55,2/17/2023 5:16,6,11,1834,Airbus A320,157,574.15,7896.75,6973.81,23219.76,2/16/2023,North America
104474,Emirates,EM8202,JFK,DXB,New York,Dubai,4/3/2023 3:35,4/3/2023 8:41,16,18,8190,Boeing 737,209,290.32,30598.39,3514.73,48635.2,4/3/2023,North America
104475,IndiGo,IN4124,CDG,DEL,Paris,Delhi,10/2/2023 8:04,10/2/2023 18:21,14,0,4939,Boeing 737,152,232.77,16122.63,3173.48,32176.22,10/2/2023,Europe
104476,IndiGo,IN969,SIN,DEL,Singapore,Delhi,9/22/2024 23:23,9/23/2024 7:27,0,0,5913,Airbus A350,96,719.22,15279.7,6277.67,31294.81,9/22/2024,Asia
104477,IndiGo,IN4408,DEL,ORD,Delhi,Chicago,6/1/2023 18:59,6/1/2023 20:41,4,26,2225,Airbus A320,188,970.01,7367.36,6625.75,20049.24,6/1/2023,Asia
104478,Southwest Airlines,SO8030,BLR,JFK,Bangalore,New York,4/10/2024 4:14,4/10/2024 17:56,0,1,9572,Boeing 737,142,1059.36,29494.36,7595.93,51672.58,4/10/2024,Asia
104479,Southwest Airlines,SO7536,SYD,SIN,Sydney,Singapore,7/27/2023 7:35,7/27/2023 20:50,29,2,11560,Airbus A321,246,341.77,46261.77,5782.89,66530.07,7/27/2023,Australia
104480,United Airlines,UN3185,LAX,BLR,Los Angeles,Bangalore,3/14/2023 17:23,3/15/2023 5:03,19,5,9005,Boeing 787,120,183.06,29408.64,2101.23,39715.87,3/14/2023,North America
104481,Southwest Airlines,SO546,BLR,ORD,Bangalore,Chicago,1/20/2024 12:56,1/20/2024 20:21,15,3,7858,Airbus A320,242,825.7,21428.63,2509.74,36605.36,1/20/2024,Asia
104482,United Airlines,UN2400,DEL,JFK,Delhi,New York,6/21/2023 12:19,6/21/2023 22:33,23,0,9427,Boeing 787,141,1073.8,42369.18,6079.55,62366.74,6/21/2023,Asia
104483,Qatar Airways,QA3200,SIN,CDG,Singapore,Paris,10/4/2024 19:12,10/5/2024 1:36,2,13,4228,Boeing 777,280,480.63,13188.05,5956.14,32986.4,10/4/2024,Asia
104484,Qatar Airways,QA372,CDG,LHR,Paris,London,5/15/2023 13:54,5/15/2023 23:49,20,34,6701,Airbus A350,143,742.85,24332.19,4352.89,35359.06,5/15/2023,Europe
104485,Southwest Airlines,SO4381,SIN,ORD,Singapore,Chicago,5/26/2024 11:09,5/26/2024 16:37,2,34,10507,Boeing 777,116,144.49,27745.17,5802.05,44023.7,5/26/2024,Asia
104486,Delta Air Lines,DE6265,CDG,JFK,Paris,New York,4/13/2024 0:01,4/13/2024 1:25,0,31,11029,Boeing 777,128,776.75,35628.45,4875.54,49758.3,4/13/2024,Europe
104487,Emirates,EM8614,BLR,ATL,Bangalore,Atlanta,2/24/2024 15:52,2/25/2024 3:46,26,0,1768,Airbus A321,86,508.9,6958.58,3358.88,15874.31,2/24/2024,Asia
104488,Lufthansa,LU6509,ORD,DEL,Chicago,Delhi,8/20/2024 3:10,8/20/2024 7:51,16,7,5141,Boeing 737,218,830.23,21685.79,6153.52,37757.1,8/20/2024,North America
104489,United Airlines,UN1933,DEL,SIN,Delhi,Singapore,2/10/2024 20:13,2/11/2024 3:23,22,3,9275,Airbus A321,168,891.5,36897.41,2163.31,42080.1,2/10/2024,Asia
104490,Emirates,EM1032,SIN,SYD,Singapore,Sydney,8/14/2023 19:25,8/15/2023 1:35,3,32,5349,Airbus A350,220,1031.12,18628.29,2847.23,29834.52,8/14/2023,Asia
104491,Qatar Airways,QA995,CDG,LAX,Paris,Los Angeles,5/18/2023 11:10,5/18/2023 23:44,8,22,2506,Airbus A320,123,195,9531.42,4737.58,24653.12,5/18/2023,Europe
104492,IndiGo,IN202,ORD,DXB,Chicago,Dubai,10/15/2024 2:12,10/15/2024 13:54,5,37,10081,Airbus A350,215,350.03,26703.36,7766.98,39975.98,10/15/2024,North America
104493,American Airlines,AM9888,SYD,LHR,Sydney,London,2/8/2023 0:54,2/8/2023 5:49,0,0,10784,Airbus A350,204,226.99,43393.5,2328.74,50524.41,2/8/2023,Australia
104494,Emirates,EM1013,DOH,ORD,Doha,Chicago,8/29/2024 6:54,8/29/2024 15:32,40,0,5653,Boeing 787,171,1070.78,15426.17,4587.91,28573.77,8/29/2024,Middle East
104495,Lufthansa,LU6442,DOH,SIN,Doha,Singapore,11/5/2024 23:47,11/6/2024 11:57,42,24,3766,Boeing 787,133,866.18,15416.16,2950.16,22608.02,11/5/2024,Middle East
104496,United Airlines,UN9555,DXB,DOH,Dubai,Doha,10/21/2024 19:16,10/21/2024 23:04,6,0,8313,Airbus A320,153,548.04,22422.72,3247.42,32304.88,10/21/2024,Middle East
104497,United Airlines,UN5443,SYD,CDG,Sydney,Paris,3/29/2024 8:04,3/29/2024 15:20,9,9,6818,Airbus A350,169,525.49,17916.77,7726.32,35818.23,3/29/2024,Australia
104498,IndiGo,IN7503,BLR,JFK,Bangalore,New York,8/5/2023 6:16,8/5/2023 8:32,33,36,5191,Boeing 787,207,488.22,15137.38,4633.95,32922.98,8/5/2023,Asia
104499,Emirates,EM9660,DEL,ORD,Delhi,Chicago,11/11/2024 23:37,11/12/2024 5:36,0,22,8623,Boeing 737 MAX,170,688.61,37246.99,7970.86,53461.47,11/11/2024,Asia
104500,Emirates,EM6593,CDG,SYD,Paris,Sydney,12/28/2023 15:47,12/29/2023 1:04,25,27,373,Airbus A350,162,211.72,1236,4192.14,18407.87,12/28/2023,Europe
104501,Lufthansa,LU5529,DOH,SIN,Doha,Singapore,9/21/2024 8:50,9/21/2024 15:35,19,0,1391,Boeing 737,105,498.94,5261.21,3878.09,13787.48,9/21/2024,Middle East
104502,Qatar Airways,QA9036,DXB,BLR,Dubai,Bangalore,8/15/2023 0:44,8/15/2023 4:33,6,0,7259,Airbus A320,147,503.25,27008.65,5703.98,36269.27,8/15/2023,Middle East
104503,Lufthansa,LU8366,JFK,CDG,New York,Paris,9/3/2024 3:09,9/3/2024 4:15,5,25,11647,Boeing 737 MAX,240,516.51,40932.64,6693.25,60570.45,9/3/2024,North America
104504,IndiGo,IN2687,CDG,JFK,Paris,New York,11/1/2023 0:51,11/1/2023 4:16,16,28,7913,Airbus A320,164,80.07,32421.55,5835.31,41588.09,11/1/2023,Europe
104505,United Airlines,UN6362,ORD,DXB,Chicago,Dubai,5/15/2023 7:22,5/15/2023 21:26,16,0,3973,Airbus A320,223,94.01,14547.94,6031.9,26960.33,5/15/2023,North America
104506,Lufthansa,LU5262,ORD,DEL,Chicago,Delhi,8/25/2023 1:29,8/25/2023 14:45,0,10,1871,Airbus A321,155,652.87,5663.72,7117.99,23342.25,8/25/2023,North America
104507,United Airlines,UN5230,SIN,LAX,Singapore,Los Angeles,3/10/2024 23:50,3/11/2024 6:26,5,0,4818,Airbus A350,174,924.25,17444.1,3442.4,35704.53,3/10/2024,Asia
104508,Southwest Airlines,SO1190,ATL,SYD,Atlanta,Sydney,12/31/2023 6:01,12/31/2023 18:17,0,0,5105,Boeing 737,226,762.2,21297.91,6095.06,40512.96,12/31/2023,North America
104509,Emirates,EM5370,DXB,SIN,Dubai,Singapore,11/18/2024 9:23,11/18/2024 16:19,6,19,10869,Airbus A321,245,752.05,34557.93,2800.82,48944.68,11/18/2024,Middle East
104510,Delta Air Lines,DE1136,LAX,ATL,Los Angeles,Atlanta,5/19/2024 15:07,5/19/2024 16:52,13,36,1377,Boeing 777,220,180.59,5280.43,6524.39,20294.97,5/19/2024,North America
104511,IndiGo,IN981,LAX,ORD,Los Angeles,Chicago,11/5/2023 5:13,11/5/2023 10:17,0,23,3739,Boeing 777,188,1032.68,13569.06,5660.96,23385.61,11/5/2023,North America
